Samples	CBSX_BPRNACan3DProMet_B	CBSX_BPRNACan3DProMet_cancer	CBSX_BPRNACan3DProMet_CD4	CBSX_BPRNACan3DProMet_CD8	CBSX_BPRNACan3DProMet_M0	CBSX_BPRNACan3DProMet_M1	CBSX_BPRNACan3DProMet_M2	CBSX_BPRNACan3DProMet_Mono	CBSX_BPRNACan3DProMet_Neu	CBSX_BPRNACan3DProMet_NK
5133	0.01779249214126332	0.0684527373619799	0.1812928535663653	0.01942750667627341	0	0.01733770779576422	0	0.07838191673461847	0.6005729966710441	0.01674178905269133
5137	0.03080938084188854	0.2295559031841776	0.04399927829270536	0.0034251594192412	0	0.01585878357021313	0	0.2280312596726072	0.43654659180292493	0.01177364321624198
5138	0.10472909539771055	0.33072245215772755	0.10237747195534744	0.01357568325002966	0	0.03285830945381813	0	0.2054660450910066	0.20564143546304145	0.0046295072313187104
5140	0.11712533696515366	0.28339121886520763	0.0700257562461939	0.01431494722442025	0	0.01478919188872198	0	0.18077342863333384	0.31593924952930463	0.00364087064766428
5143	0.05229409950576924	0.33196685038603796	7.0168422106106e-4	0.00482702492933892	0	0.03889054699757247	0	0.3980763951359952	0.1712278924816087	0.00201550634261628
5149	0.04481765404020002	0.19197580113169083	0.03020980203669201	0	0	0.01896017543043444	0	0.34444963298184933	0.36393120900928466	0.00565572536984864
5152	0.07673785620327465	0.23465107876369903	0.03201306636482959	0	0	0.05961924393844534	0	0.3917109996426365	0.2052253917748114	4.236331230366e-5
5153	0.08113971827672446	0.26275093735976085	0.03145404966864775	0.00251859294709917	0	0.0512040684187518	0	0.3791338624842814	0.19179877084473457	0
5154	0.05431241394633789	0.2322420445690981	0.10678431396139663	0	0	0.00544091408648779	0	0.14100261647115309	0.4444642419985264	0.01575345496700013
5155	0.05702270996182389	0.17542160545298582	0.07212854794484579	0.02902177601656127	0	0.01469006750752177	0	0.18125315626336527	0.4611584879920674	0.00930364886082884
5158	0.05458182697879579	0.26249836917775815	0.08567089695686782	0	0	0.0183516273369275	0	0.3165251510873597	0.24581241712776225	0.01655971133452886
5171	0.06829923623152849	0.07910241251863191	0.18105428183914557	0	0	0.00732738352642859	0	0.23899055033487468	0.40280689904197464	0.0224192365074162
5172	0.15377324063817693	0.13773511103485273	0	0	0	0.08611121510463307	0	0.35040984416298215	0.2683800381858834	0.00359055087347184
5175	0.03400083332826756	0.22547843364554301	0.03756061034735921	0.00538834418390181	0	0.01072213459743951	0	0.27795888838289545	0.4013006726795236	0.00759008283506971
5179	0.06038453831068753	0.26818046508698495	0.06093950705616254	0	0	0.04154072338123783	0	0.1614625160741921	0.4042929695331812	0.00319928055755391
5180	0.0729887182001983	0.36195957766644826	0.04411390928381973	0	0	0.05454402011312144	0	0.1607264549032742	0.3035218267005095	0.00214549313262855
5182	0.09074281095440544	0.22810530203524224	0.04608281842919013	0	0	0.07390890428347612	0	0.33994831566822326	0.21794251638907167	0.00326933224039105
5187	0.04560393915973242	0.2659903301904716	0.0546508756228105	0.01601393648520561	0	0.03022633887490685	0	0.2300877018540818	0.3464484036984831	0.01097847411430824
5188	0.08652888680500788	0.4297078577728165	0.05342288892494416	0	0	0.03905480154716701	0	0.19121948001328265	0.19365256883047569	0.00641351610630612
5190	0.06931300436939702	0.19435019351188643	0.0773754473062546	0	0	0.01231054345306914	0	0.14497394118948295	0.4964403708235307	0.00523649934637904
5191	0.04181063831141596	0.21225945993019477	0.01061403144489802	0.00504801621093219	0	0.02363606378004581	0	0.36747557538526365	0.33540759935928294	0.00374861557796657
5192	0.01511344892761086	0.20833699945251127	0.00848610740058086	0.01030451160300507	0	0.01642798823667133	0	0.19267808281771956	0.5467190050419274	0.00193385651997348
5194	0.1017571747944295	0.18974205317417725	0.01651605080788413	0	0	0.03517586775505951	0	0.41195781518084235	0.2397270482703439	0.00512399001726343
5209	0.02375210274521355	0.0396484231885177	0.07078226957160995	0.00637391677879466	0	0.00672737185258221	0	0.02053842415283322	0.8168705195372943	0.01530697217315433
5210	0.04165146447993835	0.17393388329407	0.10657717172872544	0.02754373855664376	0	0.00459041140153961	0	0.29900823538036714	0.32286837518287426	0.02382671997584151
5217	0.11165013191961054	0.28966661849298597	0.07559666179527931	0	0	0.02677460948282196	0	0.2154750482960187	0.2765239341661579	0.00431299584712561
5220	0.04860973740539525	0.08101112055217015	0.00897489773974358	0	0	0.06480867175183576	0	0.30354297125502183	0.49086030891152016	0.00219229238431328
5222	0.02897235139463432	0.2517706346988849	0.03659213182779095	0	0	0.02860864579318244	0	0.3236982521098837	0.3234665848709646	0.00689139930465911
5224	0.05816887537160612	0.1360766635412884	0.12631988939514066	0	0	0.01052978992652608	0	0.2932293609993822	0.3648354651261864	0.01083995563987016
5225	0.0796622898186954	0.3222441645679202	0.03367678103306428	0.01068735949730306	0	0.0168223296729435	0	0.31723896038165894	0.21654065220138832	0.00312746282702613
5226	0.08068715657349029	0.26368529148237835	0.10867912093690887	0.00855991951587306	0	0.00498123894664525	0	0.23376992458067383	0.2599993181321582	0.03963802983187204
5233	0.03814916452374295	0.15906263244796154	0.00868697903383497	0	0	0.00567961828871946	0	0.2897061509860557	0.4826035935690192	0.01611186115066617
5250	0.1334610831586335	0.10271577129409144	0.14866622211684258	0.00440066172522645	0	0.00748518943279239	0	0.2146092160834154	0.35185018354877157	0.03681167264022654
5251	0.0672947691037967	0.3712673499603372	0.00828800006368666	0.01325715477508152	0	0.05937812435832444	0	0.3283169198254108	0.15019318499559636	0.00200449691776642
5252	0.06867501117957149	0.27025814184473934	0	0	0	0.03806979845378001	0	0.41812927635975605	0.20345672165426665	0.00141105050788657
5260	0.08163613028232947	0.15065358408905555	0.05190392668833587	0.03725846297895708	0	0.01587898940812116	0	0.263522242487448	0.38803458804536833	0.01111207602038459
5262	0.05087985584651209	0.34064870628606314	0.16586332568872236	0	0	0.16622223498785182	0	0.05778087482555756	0.20333412935640063	0.01527087300889253
5267	0.08386882088930166	0.21088390727047993	0.02208371183432279	0.00162439190576069	0	0.0419474051891322	0	0.3557986195662018	0.27774584526259805	0.00604729808220296
5271	0	0.06834122916974765	0.05321621856702388	0	0	0.00452040374038864	0	0.28238512656567666	0.5846502717996761	0.00688675015748711
5275	0.02784013902961888	0.11462042614284312	0.03214957945905599	8.9762264936917e-4	0	0.00990385032516921	0	0.3932875588967627	0.4163298979586297	0.00497092553855116
