Samples	CBSX__NSCLC-scRNAseq__T_cells_CD8	CBSX__NSCLC-scRNAseq__Monocytes	CBSX__NSCLC-scRNAseq__T_cells_CD4	CBSX__NSCLC-scRNAseq__NKT_cells	CBSX__NSCLC-scRNAseq__B_cells	CBSX__NSCLC-scRNAseq__NK_cells
IMMU-BC2-0843-FIXT-02	0.4607607226455324	0	0	0	0.5392392773544675	0
IMMU-BC2-0844-FIXT-02	0.41057338997025794	0	0.15565957872535358	0	0.4337670313043885	0
IMMU-BC2-0845-FIXT-01	0.13473453264692908	0	0.25257680173433816	0	0.5258541062253389	0.08683455939339382
IMMU-BC2-0856-FIXT-01	0.13659504534219258	0.12080779103893104	0.20257993579785372	0	0.5268033824394147	0.013213845381608
IMMU-BC2-0862-FIXT-01	0.3086729876516818	0	0.39028305684737186	0	0.20193555879933545	0.09910839670161102
IMMU-BC2-0876-FIXT-01	0.40642027626672206	0	0.14451960099604463	0	0.4490601227372333	0
IMMU-BC2-0878-FIXT-01	0.18610324516404925	0	0.2268128901306478	0	0.4375681039316541	0.1495157607736489
IMMU-BC2-0879-FIXT-01	0.4704757743856339	0	0.05743598766600459	0	0.4720882379483616	0
IMMU-BC2-0880-FIXT-01	0.3790046503867999	0	0	0	0.6209953496132	0
IMMU-BC2-0881-FIXT-01	0.2975234881307359	0	0.34153760539456435	0	0.3075183539248225	0.0534205525498772
IMMU-BC2-0885-FIXT-01	0.31885821178979434	0	0.17547144301729614	0	0.5056703451929094	0
IMMU-BC2-0891-FIXT-01	0.1418747532915008	0	0.4093602662706608	0	0.3357298735285414	0.11303510690929698
IMMU-BC2-0898-FIXT-01	0.21260378265497704	0	0.2652614216593379	0	0.4340759407289264	0.08805885495675864
IMMU-BC2-0900-FIXT-02	0.1210103570325705	0	0.17932710945204672	0	0.6141341828218978	0.08552835069348506
IMMU-BC2-0925-FIXT-01	0	0	0.4941853064063883	0	0.3732691804601097	0.1325455131335019
IMMU-BC2-0928-FIXT-01	0.22469903863272656	0	0.21077177317390508	0	0.399865319425486	0.16466386876788236
IMMU-BC2-0930-FIXT-01	0	0	0.46059570154403245	0	0.320528755303417	0.2188755431525504
IMMU-BC2-0931-FIXT-01	0.0966101663346282	0	0.12717884317216743	0	0.7762109904932043	0
IMMU-BC2-0931-FIXT-02	0.4972088458514242	0	0	0	0.5027911541485757	0
IMMU-BC2-0936-FIXT-01	0.3543629135794314	0.3134394933394878	0.02572327091189616	0	0.3064743221691847	0
IMMU-BC2-0946-FIXT-01	0.31217787263278485	0	0	0	0.6878221273672153	0
IMMU-BC2-1000-FIXT-01	0.14441505240902272	0	0.34573689953310005	0	0.4274064853215592	0.08244156273631803
IMMU-BC2-1002-FIXT-01	0.3383263133298522	0	0.15874207445193153	0	0.5029316122182163	0
IMMU-BC2-1003-FIXT-01	0.11653482185843722	0	0.45158141468088464	0	0.2330185202536362	0.1988652432070419
IMMU-BC2-1004-FIXT-01	0.472900130626677	0	0.22318642512947215	0	0.30391344424385086	0
IMMU-BC2-1006-FIXT-01	0.22359478847076364	0	0	0	0.7764052115292364	0
IMMU-BC2-1007-FIXT-01	0.337765211074193	0	0	0	0.662234788925807	0
IMMU-BC2-1016-FIXT-01	0.28662209525692234	0	0	0	0.7133779047430776	0
IMMU-BC2-1020-FIXT-01	0.3076867399811618	0	0	0	0.6738918061823275	0.01842145383651072
IMMU-BC2-1022-FIXT-01	0.2017153580102047	0	0.14621597590400787	0	0.637654764158063	0.0144139019277243
IMMU-BC2-1023-FIXT-01	0.15810015534963742	0	0	0	0.8064619246964102	0.03543791995395228
IMMU-BC2-1025-FIXT-01	0	0.11605066358204735	0.28999016743190015	0.137135563777274	0.45682360520877857	0
IMMU-BC2-1026-FIXT-01	0.1086873386701714	0	0.2580872126880537	0	0.5681410663851522	0.06508438225662279
IMMU-BC2-1031-FIXT-01	0.22373430290862345	0	0.19040937862855709	0	0.5858563184628195	0
IMMU-BC2-1035-FIXT-01	0.09432411705591548	0.14858748539487177	0.1381061281179935	0	0.5774408587010526	0.04154141073016671
IMMU-BC2-1036-FIXT-01	0.19702660330593733	0	0	0	0.8029733966940628	0
IMMU-BC2-1047-FIXT-01	0.4326419818951551	0	0.09223655508266816	0	0.4751214630221768	0
IMMU-BC2-1050-FIXT-01	0.6724200478946399	0	0	0	0.32757995210536	0
IMMU-BC2-1053-FIXT-01	0.2556443855367605	0	0.3526240517918043	0	0.3767313921249929	0.01500017054644234
IMMU-BC2-1075-FIXT-01	0.18665501032670487	0	0.17542327592477958	0	0.6379217137485156	0
IMMU-BC2-1096-FIXT-01	0.00445640325438764	0	0.26556222688668074	0	0.5328348984596379	0.1971464713992936
