Samples	CBSX_BPRNACanProMet_B	CBSX_BPRNACanProMet_cancer	CBSX_BPRNACanProMet_CD4	CBSX_BPRNACanProMet_CD8	CBSX_BPRNACanProMet_M0	CBSX_BPRNACanProMet_M1	CBSX_BPRNACanProMet_M2	CBSX_BPRNACanProMet_Mono	CBSX_BPRNACanProMet_Neu	CBSX_BPRNACanProMet_NK
5149	0.08473408456224389	0.3189274305127195	0.03034480498938881	0	0	0.00383816805382672	0	0.20786472562703348	0.349450928193745	0.00483985806104257
5152	0.07981693087057208	0.36613043733319856	0.02557733614247534	0	0	0.02288818112610045	0	0.31417365313859646	0.19135480971281313	5.865167624398e-5
5153	0.08258916063616613	0.3804961107405712	0.02880513665312727	2.039249551088e-4	0	0.03168312613710285	0	0.3185961503069943	0.15749989923908744	1.2649133184197e-4
5154	0.0652220443172378	0.30341999320921853	0.09336320935361957	0	0	0.00150421319577749	0	0.1174297226724431	0.40976611298925186	0.00929470426245169
5155	0.0684217648947726	0.27119296744680227	0.06480032799471257	0.02867552656045407	0	0.00333298993854209	0	0.11250369528306736	0.44267166395983265	0.0084010639218164
5158	0.05920610556598235	0.38506950121842987	0.0890962303896414	0	0	0.01068511298679593	0	0.20668282328162196	0.23418048727014312	0.0150797392873854
5171	0.06289668910057801	0.1550121591435502	0.1793474679616921	0	0	0.00774772893439876	0	0.21191548211322803	0.3625839319281758	0.02049654081837731
5172	0.14948549650894905	0.2977010014299459	0.00187796607851323	0	0	0.05065838237107858	0	0.2707129971520096	0.2267307943606431	0.00283336209886042
5175	0.06298631013285531	0.31051207711097767	0.02834437562981464	0.00782807350774506	0	0	0	0.18248468692126227	0.40181353532010133	0.00603094137724373
5179	0.06174447758234808	0.3316962639877182	0.05361416645083967	0	0	0.01596661927031054	0	0.1375595349226026	0.39713944567517306	0.00227949211100803
5180	0.09673244405334396	0.4843942220986376	0.03217207313053709	0	0	0.0344945351806884	0	0.09861559797863974	0.2520603668744992	0.0015307606836541
5182	0.07963528128715086	0.3566887194608226	0.04985030986890126	0	0	0.05138119825690668	0	0.2859575715858069	0.17248118452051028	0.00400573501990129
5187	0.04717874214274184	0.3583919341633999	0.0510599672147703	0.01468786948847749	0	0.00367505524751427	0	0.21689629630082816	0.29901302257046225	0.00909711287180594
5188	0.08346296956669748	0.572911918992162	0.04171258695608957	0	0	0.02428566764066229	0	0.1277025465117188	0.14549052760013387	0.00443378273253598
5190	0.06721440449687367	0.276596576714849	0.06922788095351996	7.51766307849e-5	0	0.00792735727685134	0	0.1303907071830271	0.4440215260655888	0.00454637067850532
5191	0.04824435110050333	0.37692361835463906	0.02192037890437517	0.00251956508591988	0	0.00981182409386972	0	0.24100711259393665	0.29606081559993047	0.00351233426682579
5192	0.01897670480433214	0.2966349198538133	0.01128196195579883	0.00860384912686266	0	0.01044792939278922	0	0.17151975482799442	0.4808418606782903	0.00169301936011922
5194	0.11481052945200744	0.377465076448691	0.024260138983836	0	0	0.01407750217298749	0	0.24945781675386908	0.21590294185874173	0.00402599432986738
5209	0.02754888229331313	0.05646711996105546	0.08000517171780333	0.00852293508939916	0	0.00546487139353385	0	0	0.8079996730356357	0.0139913465092594
5210	0.03972488728469616	0.2654869116707592	0.1090581898444966	0.0234887774327597	0	0	0	0.23292153669486013	0.3085612679135168	0.02075842915891136
5217	0.11980058160152796	0.4241263766830915	0.05521110666395217	0	0	0.01421411542269826	0	0.175057223549777	0.20816660669154632	0.00342398938740678
5220	0.07641385626254492	0.1661931378567492	0.02199451754486515	0	0	0.03704625944403173	0	0.23258404603321717	0.4636132220080912	0.00215496085050065
5222	0.03859802099409976	0.37653691411381807	0.02945490495021377	0	3.5427782716511e-4	0	0	0.265398684532557	0.28504338902149073	0.00461380856065573
5224	0.06770789704337524	0.2519945340123192	0.12145915161256834	0	0	0	0	0.19961232857670028	0.3489428776935783	0.01028321106145867
5225	0.07883228090341454	0.3988761795746345	0.03245669883432355	0.00644902404717702	0	0.01253088733437535	0	0.268898574863939	0.19859578753551504	0.00336056690662117
5226	0.097349788819661	0.33300219793977337	0.10403031702479258	0.01240726053282514	0	0.00310954015964001	0	0.1986685096235144	0.2270995797551642	0.02433280614462927
5233	0.04243341552253637	0.23946893036348615	0.01263570296160907	0	0	0	0	0.23689325907781353	0.4538452878379554	0.01472340423659948
5250	0.1541804456983463	0.18241877151017577	0.16028242639872425	0.0146144795861371	0	0.00565295349189249	0	0.14771829930081667	0.3054884472398211	0.0296441767740866
5251	0.07851302039119996	0.5239636140687589	0.01356508188099337	0.01233489063353457	0	0.02943513408782059	0	0.18798146452287232	0.15349225797992383	7.1453643489634e-4
5252	0.07303282479657432	0.4600465641134323	0.00430964165043236	0.00427391335843518	0	0.02538632245553143	0	0.22605682801203852	0.20666548417588	2.2842143767584e-4
5260	0.08488772443786355	0.26367870212246075	0.04630724050974978	0.03672899473098223	0	0	0	0.1939383651845192	0.3673803824968986	0.0070785905175259
5262	0.08675692398125287	0.40860345182238705	0.160173214773304	0	0	0.08977854670061053	0	0.04794560026505742	0.18797780354138827	0.01876445891599964
5267	0.10823883694984555	0.357947673025424	0.0258195203158747	0.00424875530932821	0	0.014324049315864529	0	0.1939391957479873	0.29027258699165664	0.00520938234401902
5271	0.01206805571573469	0.15146082884377907	0.06322151838948682	0	0	0.00216943312413637	0	0.218195314764188	0.5442729490354142	0.00861190012726082
5275	0.03555773887460138	0.2182503955370028	0.02780104531576027	0	0	0.00553340135245471	0	0.3182278629121494	0.38978088189177645	0.00484867411625499
